Document samples/pg2701.txt
redistribution 2 0
shameless 1 0.477121
namely 1 0.176091
fight 21 3.69792
hurl 1 0.176091
rejoicing 4 0.704365
double 2 0.352183
hearing 1 0.176091
with 446 0
conqueror 3 1.43136
save 9 1.58482
lesslie 3 1.43136
mates 1 0.176091
characteristics 2 0.352183
honors 1 0.176091
hope 10 0
journeying 2 0.954243
beovulf 1 0.477121
mists 1 0.176091
ninth 1 0.477121
speed 4 0.704365
brosinga 3 1.43136
winning 1 0.477121
place 23 0
obliged 1 0.176091
brings 5 0.880456
succeeds 3 0.528274
shocking 1 0.176091
courteous 1 0.176091
xxv 2 0.954243
novel 1 0.477121
wot 3 1.43136
xxvi 2 0.954243
pursuit 2 0.352183
boast 8 1.40873
odhryre 1 0.477121
sorrow 43 7.57192
there 80 0
leads 1 0.176091
shielding 1 0.477121
parting 5 0.880456
comfort 10 1.76091
mouthing 1 0.477121
renamed 1 0
wofully 2 0.954243
offcast 1 0.477121
skinker 1 0.477121
prefix 1 0.176091
geatland 2 0.954243
naca 2 0.954243
third 3 0.528274
always 6 1.05655
hear 11 0
der 3 0.528274
comer 2 0.954243
homeward 5 0.880456
xxxv 2 0.954243
wassailing 2 0.954243
hankered 1 0.477121
team 1 0.176091
wall 24 0
or 119 0
wain 2 0.954243
journey 27 4.75446
wing 1 0.176091
higelac 71 33.8756
suited 1 0.477121
friend 34 5.9871
donors 1 0
am 13 0
xxix 2 0.954243
did 84 14.7917
narrates 3 0.528274
corollary 1 0.477121
heathoremes 3 1.43136
hafu 1 0.477121
towereth 1 0.477121
states 20 0
respect 1 0
stuttgart 1 0.477121
bad 1 0
explanation 2 0
essential 3 0.528274
fierce 12 2.1131
brimming 1 0.176091
aged 6 0
hereric 2 0.954243
dripping 2 0.352183
enjoy 4 0.704365
learn 5 0
bereav 5 2.38561
un 1 0.477121
continued 10 1.76091
bought 1 0.176091
stresses 2 0.954243
advice 1 0.176091
rhyme 4 0.704365
curved 2 0.352183
dmoni 1 0.477121
succor 2 0.352183
weaver 1 0.176091
combatant 1 0.477121
three 4 0.704365
swell 1 0.176091
but 117 0
money 6 0
lends 1 0.176091
towered 1 0.477121
blithesome 3 1.43136
disclaimer 3 0
homes 4 0.704365
like 7 1.23264
xxvii 2 0.954243
passage 34 5.9871
bight 2 0.954243
accompanied 1 0.176091
branded 1 0.176091
drape 1 0.477121
law 7 0
strongly 3 0.528274
idols 1 0.477121
home 21 3.69792
plunders 3 1.43136
reduced 1 0.176091
pursuance 1 0.477121
done 7 1.23264
mine 3 0.528274
widow 3 0.528274
my 118 20.7788
lovely 4 0.704365
avoided 3 1.43136
close 10 1.76091
foremost 2 0.352183
by 220 0
lonely 1 0.176091
unjustly 2 0.954243
spacious 4 0.704365
blustering 2 0.954243
burning 11 1.937
passed 4 0.704365
alliterative 3 1.43136
bleakest 1 0.477121
people 61 0
twixt 3 1.43136
ascended 1 0.176091
office 2 0
heorot 34 16.2221
poem 23 4.0501
ruthlessly 1 0.477121
work 63 0
heat 3 0.528274
intrepidly 1 0.176091
indicating 1 0
epic 10 4.77121
places 4 0.704365
supposed 2 0.352183
access 13 0
a 595 0
direfullest 1 0.477121
rt 2 0.352183
body 39 6.86756
authorities 5 0.880456
high 35 6.16319
harrison 4 1.90849
offtaken 1 0.477121
bravest 1 0.176091
ear 1 0.176091
speaking 4 0.704365
harp 5 0.880456
day 24 4.22619
seldom 2 0.352183
possibility 2 0
xxxiv 2 0.954243
www 9 0
proposes 8 3.81697
physical 2 0
angelsaxiske 1 0.477121
been 57 0
taunts 6 1.05655
bronzener 1 0.477121
neighborhood 2 0.352183
tears 3 0.528274
rely 1 0.477121
elan 4 1.90849
weardas 1 0.477121
subsequently 1 0.176091
gentle 3 0.528274
loan 1 0.176091
jealousy 1 0.176091
wolf 5 0.880456
massacre 1 0.176091
version 1 0
relieve 2 0.352183
while 38 0
averted 1 0.176091
two 26 4.57837
fall 15 0
hours 5 0.880456
however 16 0
charmed 1 0.176091
was 346 0
compounded 1 0.176091
hateful 9 4.29409
children 6 1.05655
he 582 0
oppressed 1 0.477121
show 5 0.880456
classes 1 0.477121
distress 3 0.528274
converse 1 0.477121
heedeth 1 0.477121
flight 1 0.176091
hailed 1 0.176091
emendations 4 1.90849
check 4 0
moors 4 0.704365
struggle 27 4.75446
whatsoever 2 0
feat 1 0.176091
bills 2 0.954243
distributing 8 0
labor 6 1.05655
hoce 3 1.43136
hopes 2 0.352183
closes 2 0.352183
outward 6 1.05655
please 7 0
bestowing 2 0.954243
ranger 1 0.477121
blazing 1 0.176091
aims 1 0.477121
ag 6 2.86273
interest 2 0.352183
warrant 1 0.176091
shadow 1 0.176091
burnie 16 7.63394
fuddled 2 0.352183
elder 4 0.704365
readers 2 0.954243
excellence 1 0.176091
horse 3 0.528274
should 54 0
giving 12 2.1131
conquests 1 0.477121
vi 3 0.528274
orders 2 0.352183
xxxvi 2 0.954243
wedergeats 1 0.477121
fewer 3 0.528274
delicacy 1 0.176091
bearing 2 0.352183
antlers 2 0.352183
boastful 2 0.352183
froda 5 2.38561
venturesome 1 0.477121
likes 1 0.176091
necessarily 1 0
deals 1 0.477121
terror 12 2.1131
upright 1 0.176091
their 89 15.6721
how 26 0
told 9 1.58482
solemn 1 0.176091
determines 3 1.43136
operation 1 0.176091
edifice 1 0.477121
anglo 18 3.16964
sharp 5 0.880456
yet 30 5.28274
experienced 1 0.176091
lasting 6 1.05655
hearts 1 0.176091
shoulders 1 0.176091
scorn 1 0.176091
quail 1 0.477121
hjeltedikt 1 0.477121
mead 22 10.4967
final 1 0.176091
cut 4 0.704365
pr 1 0
grave 3 0.528274
translations 6 2.86273
contents 1 0.176091
read 40 0
joyed 3 1.43136
geb 2 0.352183
remembers 4 1.90849
sorrows 14 2.46528
treading 1 0.176091
untold 1 0.176091
decision 1 0.176091
hondscio 3 1.43136
bubbling 1 0.176091
primeval 1 0.176091
inevitable 1 0.176091
carcass 1 0.176091
pierce 2 0.352183
ahead 1 0.176091
interchanges 1 0.477121
stroke 4 0.704365
dashed 1 0.176091
able 34 5.9871
hitherto 2 0.352183
feelings 3 0.528274
hanging 4 0.704365
order 6 1.05655
placed 5 0.880456
gross 1 0
stoutly 1 0.176091
room 2 0.352183
seeks 7 1.23264
manage 2 0.352183
vagueness 1 0.176091
ii 2 0.352183
lange 1 0.176091
heaved 3 0.528274
librarian 1 0.176091
lifigende 1 0.477121
bow 3 0.528274
child 2 0.352183
woe 17 2.99355
faithfully 3 0.528274
criticisms 1 0.477121
bitter 8 1.40873
fires 3 0.528274
strengo 1 0.477121
retaining 1 0.176091
perhaps 10 1.76091
violent 1 0.176091
heathen 2 0.352183
nature 2 0.352183
halga 3 1.43136
recks 1 0.477121
peaceful 2 0.352183
agony 8 1.40873
teeth 1 0.176091
any 82 0
fail 6 1.05655
renowned 1 0.176091
opportunity 1 0
layman 1 0.477121
exhibiting 1 0.176091
assaulted 3 0.528274
liegelord 27 12.8823
s 464 0
subjects 2 0.352183
j 8 0
reading 18 0
ills 1 0.176091
owner 6 0
chiefs 2 0.352183
glee 10 1.76091
corporation 1 0
helmets 6 2.86273
successor 2 0.954243
displayed 2 0
waxing 1 0.477121
take 18 3.16964
exults 1 0.477121
hrothgar 144 68.7055
unjoyful 2 0.954243
first 30 0
reason 1 0.176091
care 7 1.23264
accented 3 1.43136
sustained 2 0.352183
must 39 0
bringeth 1 0.477121
carminibus 1 0.477121
reject 1 0.477121
armor 43 7.57192
poetry 3 1.43136
song 12 2.1131
gives 19 3.34573
hand 73 0
female 3 0.528274
warm 2 0
robes 1 0.176091
presence 1 0.176091
beowulf 292 139.319
amends 1 0.477121
clauses 1 0.477121
several 8 0
bale 7 1.23264
bode 2 0.954243
receipt 2 0
measure 7 1.23264
repeat 1 0.176091
fuming 1 0.477121
larger 3 0.528274
weaken 2 0.954243
stirred 6 1.05655
spear 13 2.28919
lamentations 1 0.477121
livedst 1 0.477121
thereupon 5 0.880456
scaped 1 0.477121
instance 2 0.352183
called 10 1.76091
guthlaf 3 1.43136
boldness 2 0.352183
put 7 1.23264
newcomer 1 0.477121
ballad 2 0.954243
wackerbarth 1 0.477121
worker 1 0.176091
household 2 0.352183
original 6 0
walks 1 0
beanstan 2 0.954243
again 22 3.87401
fitting 6 1.05655
is 337 0
reproduction 2 0.954243
bloodstain 1 0.477121
rough 1 0.176091
era 4 1.90849
acts 3 0.528274
martial 2 0.352183
processing 1 0
arrange 2 0.352183
naked 2 0.352183
coiled 1 0.176091
decreed 1 0.176091
tell 19 3.34573
howling 1 0.176091
history 4 0.704365
traveling 1 0.477121
etc 43 7.57192
begun 1 0.176091
fiend 3 0.528274
clattered 1 0.477121
brake 1 0.477121
beautifully 1 0.477121
desertion 1 0.477121
expense 1 0
recounted 1 0.176091
plaining 1 0.477121
clanging 1 0.176091
rewarded 1 0.477121
craftman 1 0.477121
youth 8 1.40873
borough 4 1.90849
food 2 0.352183
garnett 2 0.954243
covered 11 1.937
alone 10 0
danes 45 7.92411
truthful 1 0.176091
venture 4 0.704365
secolo 1 0.477121
used 21 0
headship 1 0.477121
intends 1 0.477121
peaceably 3 1.43136
ase 1 0.477121
nothing 6 1.05655
near 17 2.99355
fellows 2 0.352183
supported 3 0.528274
striking 4 0.704365
horrible 20 3.52183
younkers 1 0.477121
studiously 1 0.477121
inaccessible 1 0.176091
ettmuller 1 0.477121
looked 8 1.40873
lieth 1 0.477121
friendly 5 0.880456
allowed 6 1.05655
iv 3 0.528274
wielded 8 1.40873
instead 7 1.23264
stefnan 2 0.954243
copenhagen 2 0.352183
tolerate 1 0.477121
erred 1 0.477121
translators 1 0.477121
crushing 6 1.05655
richer 1 0.176091
keeping 14 0
fly 3 0.528274
reth 6 2.86273
punitive 1 0
afflicted 2 0.352183
sporadically 2 0.954243
whither 2 0.352183
rime 1 0.477121
oft 20 0
mankind 2 0.352183
appearance 3 0.528274
determine 5 0
bedmate 2 0.954243
appreciative 1 0.176091
punishing 1 0.477121
afterward 9 4.29409
weathers 3 0.528274
rare 2 0.352183
next 5 0.880456
vague 3 0.528274
thyself 2 0.352183
enterprise 1 0.176091
lying 16 2.81746
wife 12 2.1131
lumsden 1 0.477121
strength 33 5.81101
carries 2 0.352183
introduced 5 0.880456
son 78 13.7351
command 2 0.352183
heft 1 0.477121
adhering 1 0.176091
news 3 0.528274
glorious 4 0.704365
planning 3 1.43136
fountain 1 0.176091
fire 50 8.80456
type 1 0.176091
start 5 0
creatures 2 0.352183
remain 2 0
xii 8 3.81697
david 1 0.176091
idle 1 0.176091
sailors 5 0.880456
undone 1 0.176091
consonant 1 0.477121
subj 1 0.477121
scientifically 1 0.477121
wormkind 1 0.477121
plan 2 0
altering 1 0.176091
exclusion 1 0
counsellor 2 0.954243
discoursed 9 4.29409
tripping 1 0.477121
uttered 11 1.937
morn 1 0.176091
whit 1 0.176091
creator 7 3.33985
pledge 1 0.176091
occur 3 0
inventory 1 0.477121
burdening 1 0.477121
bitterly 3 0.528274
himself 27 4.75446
english 11 1.937
retreats 1 0.176091
snare 1 0.176091
beg 1 0.176091
iii 3 0.528274
fathers 3 0.528274
gomela 1 0.477121
b 101 0
xx 2 0.954243
ongentheow 21 10.0195
none 7 1.23264
quittance 1 0.477121
slay 2 0.352183
affords 3 0.528274
shorter 1 0.477121
commission 3 1.43136
devour 5 2.38561
phrase 8 0
wealhtheo 2 0.954243
shall 68 0
occasionally 10 1.76091
ruler 34 16.2221
warranties 3 0
opinion 1 0.176091
malice 13 2.28919
latest 4 0.704365
seemed 5 0.880456
injuries 1 0.477121
delay 1 0.176091
printed 2 0
glory 35 6.16319
loss 3 0.528274
offering 1 0.176091
means 15 0
nightly 1 0.176091
guest 6 2.86273
telling 2 0.352183
conybeare 1 0.477121
replies 3 1.43136
lov 5 2.38561
famed 16 2.81746
plenty 3 0.528274
visitor 1 0.477121
flavor 1 0.176091
saved 2 0.352183
gained 5 0.880456
antlered 1 0.176091
then 327 0
endured 6 2.86273
many 70 0
venerable 1 0.176091
another 18 3.16964
lexicons 1 0.176091
date 3 0
found 26 0
fated 6 1.05655
greeting 3 1.43136
fellow 2 0.352183
outline 1 0.176091
gummere 1 0.477121
received 12 0
just 6 0
does 7 0
retainers 14 6.6797
xxxi 2 0.954243
gain 10 1.76091
aveng 4 1.90849
demanded 1 0.176091
student 1 0.176091
gmunding 5 2.38561
unflitme 4 1.90849
accepting 4 0
came 46 8.1002
ferry 1 0.176091
fell 22 0
swallow 2 0.352183
botkine 1 0.477121
grtvg 1 0.477121
hors 1 0.477121
usual 2 0.352183
cannot 10 0
some 55 0
unto 17 2.99355
brook 3 0.528274
dainis 1 0.477121
expressly 2 0.352183
adrift 1 0.176091
heavy 5 0.880456
sounds 3 0.528274
e 57 0
wending 2 0.954243
alike 1 0.176091
queen 25 4.40228
conjecture 4 1.90849
joyance 14 6.6797
translated 9 1.58482
folk 93 44.3723
doors 1 0.176091
dwelling 13 2.28919
reveled 1 0.477121
sail 3 0.528274
violence 1 0.176091
produced 1 0
applied 3 0.528274
modest 1 0.477121
light 16 2.81746
forced 5 0.880456
henchman 4 1.90849
hw 6 2.86273
duration 1 0.477121
band 15 0
anon 2 0.352183
brim 1 0.176091
prepare 5 0
release 1 0
idea 5 0.880456
owing 1 0.176091
bent 5 0.880456
thane 19 9.0653
poema 2 0.954243
giver 11 1.937
n 14 0
strong 6 1.05655
jno 2 0.954243
wist 4 1.90849
full 21 0
decided 2 0.352183
calls 5 0.880456
enough 3 0.528274
wrath 2 0.352183
jahresbericht 1 0.477121
no 130 0
parenthetical 1 0.477121
drive 5 0.880456
anger 10 1.76091
hilt 5 2.38561
earls 17 2.99355
waxed 6 1.05655
years 14 0
simple 1 0.176091
generally 1 0.176091
deviation 1 0.477121
accomplished 10 1.76091
persecutes 1 0.477121
due 3 0.528274
risk 1 0.176091
roar 1 0.176091
further 8 0
taunting 1 0.477121
tax 6 0
thomas 1 0.176091
omitted 3 0.528274
mournful 8 1.40873
sea 55 9.68502
nonproprietary 1 0
race 23 4.0501
xviii 4 1.90849
hears 4 0.704365
nearly 3 0
practice 2 0.954243
dative 1 0.477121
striplings 2 0.954243
imagine 1 0.176091
ebook 13 0
carle 2 0.954243
joining 1 0.176091
fens 6 2.86273
ren 1 0
bended 1 0.176091
chosen 2 0.352183
translator 6 2.86273
companions 19 3.34573
mutual 4 0.704365
takes 19 0
trusts 3 1.43136
reaching 7 0
wunde 1 0.477121
drinking 4 0.704365
claim 1 0
merit 1 0.176091
reluctantly 1 0.176091
his 555 97.7306
drawn 1 0.176091
elapse 1 0.176091
sable 1 0.176091
poems 3 1.43136
hostess 1 0.477121
discharged 1 0.176091
conversation 1 0.176091
approval 1 0.176091
strand 3 0.528274
leaves 5 0.880456
when 150 0
occurring 1 0.477121
sons 11 1.937
warfare 6 1.05655
gr 15 2.64137
these 30 0
travel 3 0.528274
clashings 1 0.477121
noble 14 2.46528
notable 1 0.477121
country 14 0
burst 2 0.352183
court 3 0.528274
bedtime 1 0.477121
thoroughly 3 0.528274
lombards 1 0.477121
easy 4 0
tracks 1 0.176091
pride 3 0.528274
supreme 3 0.528274
captive 1 0.176091
donate 5 0
charge 13 0
loath 4 0.704365
after 60 10.5655
treasures 15 2.64137
dawn 4 0.704365
never 14 2.46528
desire 4 0.704365
both 29 0
wandered 2 0.352183
maidens 2 0.352183
amiss 1 0.477121
followed 15 2.64137
excellent 31 5.45883
enter 1 0.176091
wardship 1 0.477121
feast 6 1.05655
included 3 0
betrothed 1 0.477121
xiv 4 1.90849
brandished 8 3.81697
voice 1 0.176091
bairn 19 9.0653
names 4 0.704365
sleeping 11 1.937
gods 1 0.176091
hte 3 1.43136
upstanding 1 0.477121
granted 17 0
arms 11 1.937
defences 1 0.477121
march 6 1.05655
grip 7 1.23264
stepper 3 1.43136
dryhtnes 1 0.477121
modified 1 0
who 110 0
cadences 1 0.477121
follow 5 0
have 75 0
tossing 1 0.176091
advances 3 0.528274
reflection 1 0.176091
shoulder 10 1.76091
laments 2 0.954243
doom 1 0.176091
reference 4 0.704365
perilous 4 0.704365
requital 12 5.72546
wound 10 1.76091
morning 19 3.34573
one 150 0
during 2 0.352183
straightway 1 0.176091
informed 2 0.352183
given 33 0
field 6 1.05655
yielding 1 0.176091
questions 3 0.528274
flock 1 0.176091
speaks 1 0.176091
lay 18 3.16964
raging 13 2.28919
weaving 1 0.176091
kinsman 33 15.745
afresh 1 0.176091
use 19 0
returns 2 0
blaze 4 0.704365
apportion 1 0.477121
determined 5 0.880456
speeches 1 0.477121
intents 1 0.176091
unnumbered 5 2.38561
protected 11 0
chains 1 0.176091
see 42 0
ride 2 0.352183
beheld 7 1.23264
reward 4 0.704365
ended 1 0.176091
remembering 1 0.176091
purified 2 0.954243
career 1 0.176091
united 15 0
alfredian 1 0.477121
orfte 1 0.477121
confirmation 1 0
look 31 5.45883
lifetime 5 0.880456
waters 31 5.45883
punctuation 4 1.90849
much 25 0
daring 11 1.937
swims 2 0.352183
armorer 1 0.477121
thorough 1 0.176091
taking 6 1.05655
toil 1 0.176091
boar 7 3.33985
what 29 0
pause 1 0.176091
ruling 8 1.40873
sailer 1 0.176091
victor 4 0.704365
devours 3 1.43136
weird 8 3.81697
clamor 1 0.176091
better 16 2.81746
mood 15 2.64137
interpreted 2 0
cost 3 0
peace 9 1.58482
bold 19 3.34573
literally 2 0.352183
they 146 0
alliance 1 0.477121
charged 3 0.528274
preliminary 2 0.352183
overcast 1 0.477121
attained 2 0.352183
adequate 1 0.176091
bared 1 0.477121
readings 3 1.43136
among 6 1.05655
midnight 1 0.176091
subs 1 0.176091
monige 1 0.477121
welcomed 1 0.477121
misery 4 0.704365
elu 2 0.954243
departure 2 0.352183
oh 3 0.528274
westervik 1 0.477121
beaker 10 1.76091
may 57 0
distinguished 7 1.23264
reminiscences 7 1.23264
whose 7 1.23264
sleepeth 2 0.954243
grapple 15 2.64137
rearranges 1 0.477121
permitted 7 0
wanders 1 0.477121
swinge 2 0.954243
kill 4 0.704365
along 9 1.58482
ensuing 1 0.176091
past 8 1.40873
francis 1 0.477121
lineage 4 1.90849
rescue 2 0.352183
text 11 0
reproduce 1 0.477121
utterly 1 0.176091
inexpressible 1 0.176091
protect 3 0
loosened 1 0.176091
eye 3 0.528274
burnt 3 0.528274
encircle 2 0.954243
thither 5 0.880456
hladen 1 0.477121
freed 1 0.176091
memorial 2 0.352183
blotted 1 0.176091
visible 1 0.176091
fretwork 1 0.477121
fares 1 0.176091
syllables 1 0.477121
goes 13 2.28919
grievous 5 0.880456
actions 6 1.05655
defer 1 0.477121
arrives 1 0.176091
sylfne 1 0.477121
gentleness 1 0.176091
that 350 0
tradotto 1 0.477121
erst 14 2.46528
hither 11 1.937
forwurpe 1 0.477121
billows 9 1.58482
yelling 1 0.176091
hypertext 1 0
mid 20 3.52183
fe 3 0.528274
bersetzt 2 0.954243
devout 1 0.176091
as 261 0
challenge 1 0.176091
vividly 1 0.176091
grundtvig 2 0.954243
music 4 0.704365
dragon 54 9.50893
weeps 2 0.352183
pre 1 0.176091
revoking 1 0.477121
childhood 1 0.176091
apart 1 0
devised 1 0.477121
hra 1 0.477121
thanks 7 1.23264
bottom 11 1.937
regardeth 1 0.477121
thankful 1 0.477121
sigemund 6 2.86273
james 1 0.477121
entered 5 0.880456
written 6 0
hreosna 2 0.954243
l 29 0
allotted 3 0.528274
pan 1 0.176091
joy 17 2.99355
refund 10 0
fresh 1 0.176091
harried 2 0.954243
hall 81 14.2634
xxxii 2 0.954243
bugge 1 0.477121
weaponless 1 0.477121
believed 3 0.528274
firmly 9 1.58482
you 96 0
fondest 1 0.477121
related 6 1.05655
vandals 1 0.477121
cosijn 1 0.477121
bde 1 0.477121
homesteads 3 1.43136
k 8 1.40873
biting 2 0.352183
wederchief 1 0.477121
nobly 1 0.176091
kl 9 1.58482
weder 3 0.528274
chron 1 0.477121
sailing 3 0.528274
forefathers 2 0.954243
plundered 6 2.86273
unhappy 1 0.176091
m 28 0
r 43 7.57192
urgest 1 0.477121
meaner 1 0.477121
sw 7 1.23264
xxx 2 0.954243
aye 1 0.176091
t 30 0
thanking 1 0.477121
ruled 8 3.81697
gothic 1 0.176091
th 8 0
motive 1 0.176091
sharing 1 0
offa 7 3.33985
devils 1 0.176091
xlii 2 0.954243
selected 1 0.176091
escapeth 2 0.954243
cluster 1 0.176091
lcker 1 0.477121
heroic 3 0.528274
constantly 6 1.05655
paperwork 1 0
century 2 0.352183
airily 1 0.477121
careless 1 0.176091
dead 23 4.0501
ranking 1 0.477121
july 1 0.176091
london 5 0.880456
come 24 0
and 881 0
enjoyment 2 0.954243
saxonne 1 0.477121
banquet 15 2.64137
parts 2 0
havre 1 0.477121
trio 1 0.176091
bidding 3 0.528274
french 1 0.176091
unawares 1 0.176091
passages 10 1.76091
xxxiii 2 0.954243
heard 42 7.39583
thinks 1 0.176091
forsooth 2 0.954243
wold 2 0.954243
crowd 1 0.176091
deserts 1 0.176091
latin 3 0.528274
deeply 3 0.528274
stabreimend 2 0.954243
asleep 3 0.528274
grewsome 2 0.954243
rich 3 0.528274
questioned 1 0.176091
sword 90 15.8482
assuming 1 0.176091
magic 2 0.352183
praise 3 1.43136
copies 7 0
metrical 1 0.477121
hammers 1 0.176091
dichtungen 1 0.477121
companion 8 1.40873
reach 5 0.880456
undertaking 3 1.43136
whole 9 1.58482
grant 5 0.880456
anacrusis 2 0.954243
combined 1 0.176091
immediately 2 0.352183
socket 1 0.176091
ttingen 1 0.477121
unscath 1 0.477121
endless 2 0.352183
xxxviii 2 0.954243
iron 15 2.64137
heeded 1 0.176091
mixing 1 0.176091
begot 1 0.477121
sassone 1 0.477121
remember 5 0.880456
illustrato 1 0.477121
heathobard 2 0.954243
strikes 2 0.352183
wielding 2 0.954243
widely 13 2.28919
be 146 0
compliance 5 0
wave 11 1.937
vassal 5 0.880456
queens 2 0.352183
bjowulfs 1 0.477121
cynebealde 1 0.477121
opposer 2 0.954243
liable 2 0
protector 7 3.33985
calculate 1 0
paderborn 1 0.477121
traveller 1 0.176091
kemble 3 1.43136
p 6 0
edition 13 0
grief 8 1.40873
contains 1 0.176091
ecgwela 2 0.954243
deeds 26 4.57837
magnifies 2 0.954243
deprive 3 1.43136
myself 1 0.176091
ueber 1 0.176091
taunt 1 0.477121
maximum 1 0
whence 2 0.352183
wigl 1 0.477121
courage 3 0.528274
from 220 0
chid 1 0.477121
extracts 1 0.176091
escaping 1 0.176091
end 17 0
royalty 3 0
woful 7 3.33985
befell 3 0.528274
augsburg 1 0.477121
grabs 1 0.477121
lafing 1 0.477121
llenhoff 1 0.477121
shrinking 1 0.176091
nearer 1 0.176091
vie 1 0.477121
rhymes 1 0.477121
adjudicatis 1 0.477121
protection 4 0.704365
heedless 2 0.352183
causeless 1 0.477121
schaldmose 1 0.477121
scopes 1 0.477121
wealhtheow 11 5.24833
embrace 3 0.528274
contended 1 0.176091
simrock 2 0.954243
wasted 7 1.23264
nicker 2 0.954243
queenly 1 0.176091
usward 1 0.477121
uebersetzt 1 0.477121
longer 16 2.81746
targe 2 0.954243
pglaf 1 0
devoured 2 0.352183
part 18 0
aldor 2 0.954243
irksome 1 0.176091
debar 1 0.477121
variety 2 0
rebus 1 0.477121
gems 17 8.11106
gestis 1 0.477121
reproached 1 0.477121
gift 17 0
group 2 0
regular 2 0.352183
friendlier 1 0.477121
fowls 1 0.176091
water 19 3.34573
dene 1 0.477121
sorest 1 0.477121
benc 2 0.954243
danicum 1 0.477121
address 2 0
discarded 1 0.477121
dialecto 1 0.477121
arisen 2 0.352183
ingwins 4 1.90849
different 2 0
linden 3 1.43136
